date,facility_id,facility_name,ward_id,sku_id,sku_name,units_used,on_hand,stock_in_transit,lead_time_days,batch_id,batch_expiry_date,price_per_unit,is_holiday,patient_admissions,VED_category,FSN_category
2024-01-01,FAC003,Peri-urban PHC Ambivali,W03,MED011,Antiseptic Lotion,2,23,0,7,B0116573,2024-03-01,9.92,0,59,Desirable,Slow
2024-01-01,FAC003,Peri-urban PHC Ambivali,W03,MED012,Cotton Roll 100g,9,455,0,6,B0125272,2024-12-31,4.19,0,56,Desirable,Fast
2024-01-02,FAC001,Urban PHC Kalyan,W01,MED001,Paracetamol Tablet 500mg,49,105,8,4,B0013140,2024-04-01,28.44,0,79,Vital,Fast
2024-01-02,FAC001,Urban PHC Kalyan,W02,MED002,Amoxicillin Capsule 250mg,39,330,0,2,B0027700,2026-01-01,34.81,0,120,Vital,Fast
2024-01-02,FAC001,Urban PHC Kalyan,W02,MED003,Oral Rehydration Salts,28,215,0,2,B0035239,2025-01-01,27.01,0,125,Vital,Fast
2024-01-02,FAC001,Urban PHC Kalyan,W03,MED004,Ibuprofen Tablet 200mg,36,282,0,4,B0042774,2025-01-01,3.43,0,98,Essential,Fast
2024-01-02,FAC001,Urban PHC Kalyan,W01,MED005,Cetirizine Tablet 5mg,14,158,0,3,B0053194,2024-04-01,18.47,0,126,Essential,Fast
2024-01-02,FAC001,Urban PHC Kalyan,W03,MED006,Insulin Injection 40 IU/ml,6,65,0,4,B0063950,2025-01-01,11.15,0,129,Vital,Slow
2024-01-02,FAC001,Urban PHC Kalyan,W02,MED007,Adrenaline Injection 1 mg/ml,1,80,0,2,B0075018,2024-06-30,7.73,0,80,Vital,Slow
2024-01-02,FAC001,Urban PHC Kalyan,W03,MED008,Omeprazole Capsule 20mg,9,32,0,3,B0084447,2024-06-30,13.02,0,78,Essential,Slow
2024-01-02,FAC001,Urban PHC Kalyan,W01,MED009,Metformin Tablet 500mg,11,96,0,2,B0095189,2024-06-30,4.56,0,109,Essential,Slow
2024-01-02,FAC001,Urban PHC Kalyan,W01,MED010,Multivitamin Tablet,6,79,0,4,B0102473,2026-01-01,2.52,0,126,Desirable,Slow
2024-01-02,FAC001,Urban PHC Kalyan,W03,MED011,Antiseptic Lotion,2,96,0,5,B0112388,2024-06-30,8.37,0,87,Desirable,Slow
2024-01-02,FAC001,Urban PHC Kalyan,W02,MED012,Cotton Roll 100g,9,442,0,2,B0124016,2025-01-01,7.99,0,87,Desirable,Fast
2024-01-02,FAC002,Rural PHC Dombivli,W03,MED001,Paracetamol Tablet 500mg,33,155,24,6,B0019789,2024-06-30,42.15,0,53,Vital,Fast
2024-01-02,FAC002,Rural PHC Dombivli,W02,MED002,Amoxicillin Capsule 250mg,23,367,178,5,B0023952,2024-04-01,22.74,0,60,Vital,Fast
2024-01-02,FAC002,Rural PHC Dombivli,W01,MED003,Oral Rehydration Salts,17,203,0,10,B0033764,2025-01-01,49.39,0,56,Vital,Fast
2024-01-02,FAC002,Rural PHC Dombivli,W01,MED004,Ibuprofen Tablet 200mg,17,298,60,10,B0046313,2026-01-01,16.09,0,63,Essential,Fast
2024-01-02,FAC002,Rural PHC Dombivli,W01,MED005,Cetirizine Tablet 5mg,11,149,193,5,B0056576,2024-06-30,3.81,0,39,Essential,Fast
2024-01-02,FAC002,Rural PHC Dombivli,W03,MED006,Insulin Injection 40 IU/ml,6,43,36,7,B0062811,2024-03-02,47.53,0,37,Vital,Slow
2024-01-02,FAC002,Rural PHC Dombivli,W03,MED007,Adrenaline Injection 1 mg/ml,1,97,0,9,B0075329,2024-04-01,12.26,0,64,Vital,Slow
2024-01-02,FAC002,Rural PHC Dombivli,W02,MED008,Omeprazole Capsule 20mg,5,61,12,6,B0084753,2024-04-01,6.36,0,63,Essential,Slow
2024-01-02,FAC002,Rural PHC Dombivli,W01,MED009,Metformin Tablet 500mg,8,53,0,9,B0099623,2024-06-30,9.24,0,58,Essential,Slow
2024-01-02,FAC002,Rural PHC Dombivli,W01,MED010,Multivitamin Tablet,10,66,0,8,B0107084,2026-01-01,8.77,0,44,Desirable,Slow
2024-01-02,FAC002,Rural PHC Dombivli,W01,MED011,Antiseptic Lotion,2,55,0,6,B0114207,2026-01-01,9.81,0,41,Desirable,Slow
2024-01-02,FAC002,Rural PHC Dombivli,W03,MED012,Cotton Roll 100g,8,306,0,5,B0127409,2024-03-02,5.15,0,54,Desirable,Fast
2024-01-02,FAC003,Peri-urban PHC Ambivali,W01,MED001,Paracetamol Tablet 500mg,35,133,0,6,B0019145,2024-04-01,35.37,0,37,Vital,Fast
2024-01-02,FAC003,Peri-urban PHC Ambivali,W02,MED002,Amoxicillin Capsule 250mg,44,163,0,3,B0024619,2024-04-01,26.74,0,35,Vital,Fast
2024-01-02,FAC003,Peri-urban PHC Ambivali,W01,MED003,Oral Rehydration Salts,16,145,0,7,B0032390,2024-06-30,9.03,0,61,Vital,Fast
2024-01-02,FAC003,Peri-urban PHC Ambivali,W01,MED004,Ibuprofen Tablet 200mg,19,424,0,5,B0045925,2024-06-30,2.4,0,42,Essential,Fast
2024-01-02,FAC003,Peri-urban PHC Ambivali,W03,MED005,Cetirizine Tablet 5mg,17,462,0,5,B0058985,2025-01-01,18.17,0,45,Essential,Fast
2024-01-02,FAC003,Peri-urban PHC Ambivali,W03,MED006,Insulin Injection 40 IU/ml,3,52,0,3,B0066317,2025-01-01,17.68,0,51,Vital,Slow
2024-01-02,FAC003,Peri-urban PHC Ambivali,W02,MED007,Adrenaline Injection 1 mg/ml,1,28,0,5,B0079395,2025-01-01,41.82,0,45,Vital,Slow
2024-01-02,FAC003,Peri-urban PHC Ambivali,W01,MED008,Omeprazole Capsule 20mg,9,88,7,6,B0088103,2024-04-01,14.79,0,64,Essential,Slow
2024-01-02,FAC003,Peri-urban PHC Ambivali,W03,MED009,Metformin Tablet 500mg,8,98,23,7,B0098771,2026-01-01,3.26,0,59,Essential,Slow
2024-01-02,FAC003,Peri-urban PHC Ambivali,W02,MED010,Multivitamin Tablet,5,97,29,3,B0106730,2024-03-02,8.61,0,48,Desirable,Slow
2024-01-02,FAC003,Peri-urban PHC Ambivali,W01,MED011,Antiseptic Lotion,2,75,13,5,B0116966,2024-02-01,1.57,0,59,Desirable,Slow
2024-01-02,FAC003,Peri-urban PHC Ambivali,W02,MED012,Cotton Roll 100g,6,361,0,4,B0127173,2024-06-30,6.51,0,36,Desirable,Fast
2024-01-03,FAC001,Urban PHC Kalyan,W03,MED001,Paracetamol Tablet 500mg,49,108,47,2,B0016076,2025-01-02,18.5,0,107,Vital,Fast
2024-01-03,FAC001,Urban PHC Kalyan,W02,MED002,Amoxicillin Capsule 250mg,26,114,0,5,B0029367,2024-07-01,45.81,0,112,Vital,Fast
2024-01-03,FAC001,Urban PHC Kalyan,W02,MED003,Oral Rehydration Salts,18,302,0,2,B0033399,2026-01-02,22.08,0,79,Vital,Fast
2024-01-03,FAC001,Urban PHC Kalyan,W01,MED004,Ibuprofen Tablet 200mg,32,366,0,5,B0042685,2025-01-02,6.33,0,108,Essential,Fast
2024-01-03,FAC001,Urban PHC Kalyan,W03,MED005,Cetirizine Tablet 5mg,18,161,0,4,B0054481,2024-07-01,11.52,0,85,Essential,Fast
2024-01-03,FAC001,Urban PHC Kalyan,W03,MED006,Insulin Injection 40 IU/ml,3,68,0,4,B0063970,2024-07-01,19.43,0,70,Vital,Slow
2024-01-03,FAC001,Urban PHC Kalyan,W02,MED007,Adrenaline Injection 1 mg/ml,1,30,0,3,B0073668,2024-07-01,8.04,0,72,Vital,Slow
2024-01-03,FAC001,Urban PHC Kalyan,W02,MED008,Omeprazole Capsule 20mg,5,43,0,5,B0081720,2025-01-02,19.21,0,107,Essential,Slow
2024-01-03,FAC001,Urban PHC Kalyan,W01,MED009,Metformin Tablet 500mg,13,81,0,4,B0097761,2024-07-01,11.51,0,120,Essential,Slow
2024-01-03,FAC001,Urban PHC Kalyan,W03,MED010,Multivitamin Tablet,5,71,0,4,B0103758,2024-07-01,9.13,0,78,Desirable,Slow
2024-01-03,FAC001,Urban PHC Kalyan,W03,MED011,Antiseptic Lotion,2,79,0,5,B0111861,2024-07-01,9.93,0,124,Desirable,Slow
2024-01-03,FAC001,Urban PHC Kalyan,W01,MED012,Cotton Roll 100g,10,441,0,5,B0129637,2024-04-02,6.33,0,128,Desirable,Fast
2024-01-03,FAC002,Rural PHC Dombivli,W03,MED001,Paracetamol Tablet 500mg,24,448,44,5,B0014789,2024-03-03,27.9,0,41,Vital,Fast
2024-01-03,FAC002,Rural PHC Dombivli,W02,MED002,Amoxicillin Capsule 250mg,26,401,20,7,B0024589,2024-07-01,32.61,0,49,Vital,Fast
2024-01-03,FAC002,Rural PHC Dombivli,W02,MED003,Oral Rehydration Salts,13,400,0,7,B0032855,2024-07-01,48.06,0,39,Vital,Fast
2024-01-03,FAC002,Rural PHC Dombivli,W01,MED004,Ibuprofen Tablet 200mg,21,462,169,6,B0045924,2024-07-01,15.64,0,36,Essential,Fast
2024-01-03,FAC002,Rural PHC Dombivli,W03,MED005,Cetirizine Tablet 5mg,10,253,117,7,B0055908,2025-01-02,5.67,0,37,Essential,Fast
2024-01-03,FAC002,Rural PHC Dombivli,W01,MED006,Insulin Injection 40 IU/ml,3,34,43,10,B0063446,2024-07-01,28.19,0,36,Vital,Slow
2024-01-03,FAC002,Rural PHC Dombivli,W03,MED007,Adrenaline Injection 1 mg/ml,1,38,0,5,B0076210,2024-02-02,20.27,0,44,Vital,Slow
2024-01-03,FAC002,Rural PHC Dombivli,W03,MED008,Omeprazole Capsule 20mg,5,56,46,7,B0083224,2024-04-02,4.65,0,42,Essential,Slow
2024-01-03,FAC002,Rural PHC Dombivli,W02,MED009,Metformin Tablet 500mg,11,52,11,8,B0094818,2025-01-02,5.5,0,59,Essential,Slow
2024-01-03,FAC002,Rural PHC Dombivli,W01,MED010,Multivitamin Tablet,4,23,0,8,B0103714,2024-04-02,3.13,0,43,Desirable,Slow
2024-01-03,FAC002,Rural PHC Dombivli,W03,MED011,Antiseptic Lotion,2,52,0,9,B0118724,2024-07-01,7.11,0,41,Desirable,Slow
2024-01-03,FAC002,Rural PHC Dombivli,W03,MED012,Cotton Roll 100g,5,272,124,5,B0123801,2026-01-02,5.2,0,39,Desirable,Fast
2024-01-03,FAC003,Peri-urban PHC Ambivali,W01,MED001,Paracetamol Tablet 500mg,23,308,40,7,B0014767,2025-01-02,33.91,0,56,Vital,Fast
2024-01-03,FAC003,Peri-urban PHC Ambivali,W02,MED002,Amoxicillin Capsule 250mg,19,262,0,3,B0027709,2025-01-02,38.06,0,48,Vital,Fast
2024-01-03,FAC003,Peri-urban PHC Ambivali,W03,MED003,Oral Rehydration Salts,20,287,0,5,B0033737,2024-02-02,35.49,0,63,Vital,Fast
2024-01-03,FAC003,Peri-urban PHC Ambivali,W03,MED004,Ibuprofen Tablet 200mg,26,224,0,6,B0049712,2024-03-03,6.79,0,53,Essential,Fast
2024-01-03,FAC003,Peri-urban PHC Ambivali,W03,MED005,Cetirizine Tablet 5mg,18,268,0,5,B0058146,2025-01-02,19.93,0,41,Essential,Fast
2024-01-03,FAC003,Peri-urban PHC Ambivali,W02,MED006,Insulin Injection 40 IU/ml,3,60,0,7,B0065251,2024-07-01,14.44,0,40,Vital,Slow
2024-01-03,FAC003,Peri-urban PHC Ambivali,W03,MED007,Adrenaline Injection 1 mg/ml,1,87,0,6,B0079184,2025-01-02,18.33,0,58,Vital,Slow
2024-01-03,FAC003,Peri-urban PHC Ambivali,W03,MED008,Omeprazole Capsule 20mg,7,94,0,5,B0081102,2026-01-02,2.89,0,55,Essential,Slow
2024-01-03,FAC003,Peri-urban PHC Ambivali,W03,MED009,Metformin Tablet 500mg,7,63,0,5,B0096726,2025-01-02,4.54,0,51,Essential,Slow
2024-01-03,FAC003,Peri-urban PHC Ambivali,W01,MED010,Multivitamin Tablet,5,76,0,7,B0102810,2025-01-02,3.43,0,40,Desirable,Slow
2024-01-03,FAC003,Peri-urban PHC Ambivali,W01,MED011,Antiseptic Lotion,2,61,0,7,B0119219,2025-01-02,9.97,0,64,Desirable,Slow
2024-01-03,FAC003,Peri-urban PHC Ambivali,W01,MED012,Cotton Roll 100g,8,389,0,4,B0121466,2024-07-01,5.27,0,60,Desirable,Fast
2024-01-04,FAC001,Urban PHC Kalyan,W03,MED001,Paracetamol Tablet 500mg,33,118,0,3,B0012305,2024-04-03,49.29,0,76,Vital,Fast
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED002,Amoxicillin Capsule 250mg,33,300,0,2,B0023047,2024-07-02,12.85,0,127,Vital,Fast
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED003,Oral Rehydration Salts,22,499,0,5,B0033339,2026-01-03,43.22,0,94,Vital,Fast
2024-01-04,FAC001,Urban PHC Kalyan,W03,MED004,Ibuprofen Tablet 200mg,20,351,0,3,B0047500,2024-07-02,18.16,0,89,Essential,Fast
2024-01-04,FAC001,Urban PHC Kalyan,W02,MED005,Cetirizine Tablet 5mg,24,383,165,3,B0053584,2025-01-03,14.42,0,113,Essential,Fast
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED006,Insulin Injection 40 IU/ml,5,95,39,4,B0066768,2026-01-03,10.69,0,94,Vital,Slow
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED007,Adrenaline Injection 1 mg/ml,1,39,50,5,B0077957,2025-01-03,24.47,0,81,Vital,Slow
2024-01-04,FAC001,Urban PHC Kalyan,W02,MED008,Omeprazole Capsule 20mg,5,48,35,3,B0089499,2024-03-04,17.13,0,80,Essential,Slow
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED009,Metformin Tablet 500mg,13,35,0,3,B0099123,2024-07-02,3.22,0,93,Essential,Slow
2024-01-04,FAC001,Urban PHC Kalyan,W03,MED010,Multivitamin Tablet,18,52,0,5,B0103853,2024-07-02,7.13,0,106,Desirable,Slow
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED011,Antiseptic Lotion,2,30,0,2,B0113424,2025-01-03,6.48,0,101,Desirable,Slow
2024-01-04,FAC001,Urban PHC Kalyan,W01,MED012,Cotton Roll 100g,11,279,110,4,B0124675,2024-03-04,8.25,0,70,Desirable,Fast
2024-01-04,FAC002,Rural PHC Dombivli,W02,MED001,Paracetamol Tablet 500mg,28,323,0,6,B0019741,2025-01-03,18.33,0,61,Vital,Fast
2024-01-04,FAC002,Rural PHC Dombivli,W01,MED002,Amoxicillin Capsule 250mg,23,492,0,5,B0029497,2024-07-02,44.39,0,56,Vital,Fast
2024-01-04,FAC002,Rural PHC Dombivli,W03,MED003,Oral Rehydration Salts,13,499,50,10,B0032570,2025-01-03,24.88,0,56,Vital,Fast
2024-01-04,FAC002,Rural PHC Dombivli,W02,MED004,Ibuprofen Tablet 200mg,53,422,0,8,B0049621,2024-07-02,11.39,0,61,Essential,Fast
2024-01-04,FAC002,Rural PHC Dombivli,W03,MED005,Cetirizine Tablet 5mg,10,196,0,8,B0053483,2024-07-02,13.71,0,50,Essential,Fast
2024-01-04,FAC002,Rural PHC Dombivli,W01,MED006,Insulin Injection 40 IU/ml,3,100,0,5,B0063048,2025-01-03,8.3,0,63,Vital,Slow
2024-01-04,FAC002,Rural PHC Dombivli,W02,MED007,Adrenaline Injection 1 mg/ml,1,25,6,5,B0076114,2024-07-02,12.23,0,36,Vital,Slow
2024-01-04,FAC002,Rural PHC Dombivli,W03,MED008,Omeprazole Capsule 20mg,13,54,3,9,B0086291,2024-07-02,2.21,0,53,Essential,Slow
2024-01-04,FAC002,Rural PHC Dombivli,W02,MED009,Metformin Tablet 500mg,10,91,34,5,B0096501,2024-07-02,9.88,0,36,Essential,Slow
2024-01-04,FAC002,Rural PHC Dombivli,W01,MED010,Multivitamin Tablet,4,40,0,9,B0105911,2024-07-02,6.68,0,57,Desirable,Slow
2024-01-04,FAC002,Rural PHC Dombivli,W01,MED011,Antiseptic Lotion,2,61,1,6,B0119109,2024-04-03,2.26,0,44,Desirable,Slow
2024-01-04,FAC002,Rural PHC Dombivli,W02,MED012,Cotton Roll 100g,6,350,160,10,B0128711,2025-01-03,9.14,0,63,Desirable,Fast
2024-01-04,FAC003,Peri-urban PHC Ambivali,W02,MED001,Paracetamol Tablet 500mg,33,377,0,3,B0019024,2024-02-03,43.57,0,46,Vital,Fast
2024-01-04,FAC003,Peri-urban PHC Ambivali,W02,MED002,Amoxicillin Capsule 250mg,27,115,0,3,B0025922,2026-01-03,34.58,0,41,Vital,Fast
2024-01-04,FAC003,Peri-urban PHC Ambivali,W02,MED003,Oral Rehydration Salts,25,361,69,4,B0031335,2025-01-03,49.03,0,55,Vital,Fast
2024-01-04,FAC003,Peri-urban PHC Ambivali,W03,MED004,Ibuprofen Tablet 200mg,23,329,4,5,B0049892,2024-07-02,2.52,0,35,Essential,Fast
2024-01-04,FAC003,Peri-urban PHC Ambivali,W01,MED005,Cetirizine Tablet 5mg,10,478,0,6,B0058172,2024-07-02,10.67,0,52,Essential,Fast
2024-01-04,FAC003,Peri-urban PHC Ambivali,W02,MED006,Insulin Injection 40 IU/ml,4,47,0,7,B0063730,2024-04-03,42.28,0,63,Vital,Slow
2024-01-04,FAC003,Peri-urban PHC Ambivali,W01,MED007,Adrenaline Injection 1 mg/ml,1,38,0,3,B0074588,2025-01-03,40.42,0,35,Vital,Slow
2024-01-04,FAC003,Peri-urban PHC Ambivali,W03,MED008,Omeprazole Capsule 20mg,6,64,8,3,B0082920,2024-04-03,7.41,0,43,Essential,Slow
2024-01-04,FAC003,Peri-urban PHC Ambivali,W02,MED009,Metformin Tablet 500mg,8,68,0,5,B0095045,2025-01-03,14.81,0,49,Essential,Slow
2024-01-04,FAC003,Peri-urban PHC Ambivali,W01,MED010,Multivitamin Tablet,5,66,7,7,B0108071,2025-01-03,3.56,0,40,Desirable,Slow
2024-01-04,FAC003,Peri-urban PHC Ambivali,W03,MED011,Antiseptic Lotion,2,66,42,3,B0114755,2024-07-02,7.08,0,43,Desirable,Slow
2024-01-04,FAC003,Peri-urban PHC Ambivali,W03,MED012,Cotton Roll 100g,7,163,0,7,B0123256,2024-04-03,1.9,0,64,Desirable,Fast
2024-01-05,FAC001,Urban PHC Kalyan,W03,MED001,Paracetamol Tablet 500mg,35,428,0,4,B0016163,2025-01-04,32.41,0,104,Vital,Fast
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED002,Amoxicillin Capsule 250mg,28,419,0,3,B0021446,2024-03-05,30.52,0,90,Vital,Fast
2024-01-05,FAC001,Urban PHC Kalyan,W03,MED003,Oral Rehydration Salts,27,109,0,5,B0032865,2024-03-05,49.98,0,91,Vital,Fast
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED004,Ibuprofen Tablet 200mg,32,174,161,2,B0041785,2024-07-03,4.43,0,104,Essential,Fast
2024-01-05,FAC001,Urban PHC Kalyan,W02,MED005,Cetirizine Tablet 5mg,23,293,155,2,B0057132,2024-07-03,13.11,0,93,Essential,Fast
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED006,Insulin Injection 40 IU/ml,3,22,0,2,B0065155,2024-07-03,32.29,0,84,Vital,Slow
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED007,Adrenaline Injection 1 mg/ml,1,20,0,4,B0072277,2025-01-04,36.41,0,128,Vital,Slow
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED008,Omeprazole Capsule 20mg,7,84,0,5,B0087864,2024-04-04,14.36,0,95,Essential,Slow
2024-01-05,FAC001,Urban PHC Kalyan,W02,MED009,Metformin Tablet 500mg,10,36,0,4,B0092407,2025-01-04,4.29,0,125,Essential,Slow
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED010,Multivitamin Tablet,6,63,10,3,B0103093,2024-07-03,5.14,0,118,Desirable,Slow
2024-01-05,FAC001,Urban PHC Kalyan,W01,MED011,Antiseptic Lotion,2,64,0,3,B0113839,2025-01-04,2.29,0,117,Desirable,Slow
2024-01-05,FAC001,Urban PHC Kalyan,W02,MED012,Cotton Roll 100g,7,407,0,4,B0122890,2025-01-04,1.5,0,110,Desirable,Fast
2024-01-05,FAC002,Rural PHC Dombivli,W02,MED001,Paracetamol Tablet 500mg,30,275,0,7,B0015935,2025-01-04,13.6,0,35,Vital,Fast
2024-01-05,FAC002,Rural PHC Dombivli,W01,MED002,Amoxicillin Capsule 250mg,23,475,0,6,B0021489,2024-02-04,44.44,0,52,Vital,Fast
2024-01-05,FAC002,Rural PHC Dombivli,W02,MED003,Oral Rehydration Salts,24,172,62,5,B0039660,2024-07-03,14.25,0,40,Vital,Fast
2024-01-05,FAC002,Rural PHC Dombivli,W02,MED004,Ibuprofen Tablet 200mg,23,174,0,7,B0047038,2024-07-03,12.21,0,48,Essential,Fast
2024-01-05,FAC002,Rural PHC Dombivli,W01,MED005,Cetirizine Tablet 5mg,18,387,86,6,B0059004,2024-07-03,11.26,0,42,Essential,Fast
2024-01-05,FAC002,Rural PHC Dombivli,W02,MED006,Insulin Injection 40 IU/ml,3,52,0,6,B0064625,2024-04-04,21.22,0,58,Vital,Slow
2024-01-05,FAC002,Rural PHC Dombivli,W03,MED007,Adrenaline Injection 1 mg/ml,1,34,0,8,B0072526,2024-03-05,49.76,0,56,Vital,Slow
2024-01-05,FAC002,Rural PHC Dombivli,W03,MED008,Omeprazole Capsule 20mg,5,100,0,6,B0088380,2025-01-04,2.7,0,58,Essential,Slow
2024-01-05,FAC002,Rural PHC Dombivli,W03,MED009,Metformin Tablet 500mg,9,70,0,10,B0093809,2025-01-04,16.41,0,55,Essential,Slow
2024-01-05,FAC002,Rural PHC Dombivli,W03,MED010,Multivitamin Tablet,5,78,0,5,B0103904,2024-07-03,1.99,0,46,Desirable,Slow
2024-01-05,FAC002,Rural PHC Dombivli,W02,MED011,Antiseptic Lotion,2,92,0,9,B0114228,2024-04-04,1.54,0,58,Desirable,Slow
2024-01-05,FAC002,Rural PHC Dombivli,W01,MED012,Cotton Roll 100g,5,339,0,6,B0123390,2025-01-04,4.53,0,53,Desirable,Fast
